CovidenceID,aveAge (years),aveHeight (cm),aveWeight (kg)," Number of subjects, N", Muscle,Type,Gender,combined,CSA, Miscellaneous, Voluntary (V) or Stimulated (S) Force measurement,aveVol (cm3),aveFL (cm),avePCSA (cm2),aveTorque (Nm),aveForce (N),aveST (N/cm2), Muscle Volume measurement method, Fiber /fascicle length measurement method , PCSA /ACSA calculation method, Torque measurement method, Force measurement/calculation method, Specific tension calculation method,Muscle volume,Fiber/Fascicle length method,Fiber/Fascicle length,ASCA,PSCA,Torque,Torque correction,Moment Arm measured,Moment Arm correction,Force,Specific Tension,Pennation angle,pending column,pending column.1,pending column.2,Overall note,Total Score,Title_x,Covidence #,Study ID,Title_y,Country,Study design,Notes,Authors,Year,Journal,PMID,Muscle,name,fast/slow,Joint type,antigrav/grav,Joint action,secondary joint action,anatomical location
2995,22.6,177,76,20,EF,YNG,Male,"M 20, Young",PCSA,,Both,,,20.2,,,16.5,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/PCSA,,,,,,1,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm
2995,22.6,177,76,20,EE,YNG,Male,"M 20, Young",PCSA,,Both,,,28.3,,,10.3,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/rPCSA,Literature value,,,,,3,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EE,Elbow Extensors,Fast,mixed,non-antigravity,elbow extensor,,Upper arm
2995,81,176,80,13,EF,OLD,Male,"M 13, Old",PCSA,,Both,297,,22.9,,241,10.5,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/PCSA,,,,,,1,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm
2995,81,176,80,13,EE,OLD,Male,"M 13, Old",PCSA,,Both,323,,38.1,,197,5.1,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/rPCSA,Literature value,,,,,3,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EE,Elbow Extensors,Fast,mixed,non-antigravity,elbow extensor,,Upper arm
2995,81,176,80,13,EF,OLD,Male,"M 13, Old",PCSA,,Both,,,16.9,,,14.3,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/PCSA,,,,,,1,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EF,Elbow Flexors,50/50,mixed,non-antigravity,elbow flexor,,Upper arm
2995,81,176,80,13,EE,OLD,Male,"M 13, Old",PCSA,,Both,,,20.9,,,9.5,,,,,,,CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,Highest value from torque meter (MVC + e-stim trials),Activation & Coactivation,,,External Force (Limb Force),Force/rPCSA,Literature value,,,,,3,"#2995 Klein 2001-Normalized force, activation, and coactivation in the arm muscles of young and old men.",2995,Klein 2001,"Normalized force, activation, and coactivation in the arm muscles of young and old men.",Canada,Cross sectional study,tension calculation method not accurate since force at distal arm was used as muscle force.,Klein CS; Rice CL; Marsh GD,2001,J Appl Physiol (1985),11509534,EE,Elbow Extensors,Fast,mixed,non-antigravity,elbow extensor,,Upper arm
2837,36,165,67.6,32,TS,MID UT,Female,untrained Female 32,PCSA,,V,628,0.06,291.2,,568.2,1.97,"MRI, each CSA slice was extrapolated to 1 cm thickness , yielding a slice volume in cm3. The slice volumes were then
summed along the length of the muscle group
",Cadaveric studies/lit values of fiber to muscle length,"The PCSA for each individual muscle (soleus, medial gastrocnemius, lateral gastrocnemius) was calculated using the appropriate muscle volume, fiber length, and angle of pennation. Then, the PCSAs of these individual muscles were summed to obtain the total PCSA of the triceps surae muscle group

ie Sum of SOl, MG and LG individual PCSA

PCSA=Vol*cos(alpha)/fiber length",,"Force output was measured using a calibrated force transducer. The highest peak force attained during the contractions was considered the MVC strength.

Force transducer 10.6cm above heel","Force measurement was obtained from the plantar flexor maximum voluntary strength testing. The calculations and information related to PCSA estimation from fiber lengths (literature), angles of pennation (literature), and muscle volume (measured).

MVC/PCSA",CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,,,,,External Force (Limb Force),Force/rPCSA,Literature value,,,,"This design minimized contributions from the foot muscles when
measuring force output during plantar flexor MVC",3,#2837 Bamman 2000-Evaluation of the strength-size relationship in vivo using various muscle size indices.,2837,Bamman 2000,Evaluation of the strength-size relationship in vivo using various muscle size indices.,United States,Cross sectional study,,Bamman MM; Newcomer BR; Larson-Meyer DE; Weinsier RL; Hunter GR,2000,Med Sci Sports Exerc,10912898,TS,Triceps Surae,Slow,mixed,antigravity,ankle plantar flexor,,Lower leg
2837,36,165,67.6,32,TS,MID UT,Female,untrained Female 32,ACSA,,V,628,,39.9,,568.2,14.3,no change,Cadaveric studies/lit values of fiber to muscle length,ACSA= largest CSA from MRI,,,"Force measurement was obtained from the plantar flexor maximum voluntary strength testing. The calculations and information related to PCSA estimation from fiber lengths (literature), angles of pennation (literature), and muscle volume (measured).

MVC/PCSA",,,,Maximal value from MRI scan,,,,,,External Force (Limb Force),Force/ACSA,Literature value,,,,,3,#2837 Bamman 2000-Evaluation of the strength-size relationship in vivo using various muscle size indices.,2837,Bamman 2000,Evaluation of the strength-size relationship in vivo using various muscle size indices.,United States,Cross sectional study,,Bamman MM; Newcomer BR; Larson-Meyer DE; Weinsier RL; Hunter GR,2000,Med Sci Sports Exerc,10912898,TS,Triceps Surae,Slow,mixed,antigravity,ankle plantar flexor,,Lower leg
2837,34,165,55.6,7,TS,YNG T,Female,Trained Female 7,PCSA,,V,730.9,,337.2,,637.7,1.87,no change,Cadaveric studies/lit values of fiber to muscle length,"Sum of SOl, MG and LG individual PCSA

PCSA=Vol*cos(alpha)/fiber length",,,"Force measurement was obtained from the plantar flexor maximum voluntary strength testing. The calculations and information related to PCSA estimation from fiber lengths (literature), angles of pennation (literature), and muscle volume (measured).

MVC/PCSA",CSA accumulation times slice interval,MRI scan,muscle length x k (lit ratio),,Muscle vol*cos θ/Fiber length,,,,,External Force (Limb Force),Force/rPCSA,Literature value,,,,,3,#2837 Bamman 2000-Evaluation of the strength-size relationship in vivo using various muscle size indices.,2837,Bamman 2000,Evaluation of the strength-size relationship in vivo using various muscle size indices.,United States,Cross sectional study,,Bamman MM; Newcomer BR; Larson-Meyer DE; Weinsier RL; Hunter GR,2000,Med Sci Sports Exerc,10912898,TS,Triceps Surae,Slow,mixed,antigravity,ankle plantar flexor,,Lower leg
2837,34,165,55.6,7,TS,YNG T,Female,Trained Female 7,ACSA,,V,730.9,,44.7,,637.7,14,no change,Cadaveric studies/lit values of fiber to muscle length,ACSA= largest CSA from MRI,,,"Force measurement was obtained from the plantar flexor maximum voluntary strength testing. The calculations and information related to PCSA estimation from fiber lengths (literature), angles of pennation (literature), and muscle volume (measured).

MVC/PCSA",,,,Maximal value from MRI scan,,,,,,External Force (Limb Force),Force/ACSA,Literature value,,,,,3,#2837 Bamman 2000-Evaluation of the strength-size relationship in vivo using various muscle size indices.,2837,Bamman 2000,Evaluation of the strength-size relationship in vivo using various muscle size indices.,United States,Cross sectional study,,Bamman MM; Newcomer BR; Larson-Meyer DE; Weinsier RL; Hunter GR,2000,Med Sci Sports Exerc,10912898,TS,Triceps Surae,Slow,mixed,antigravity,ankle plantar flexor,,Lower leg
2833,25,176,73,52,QF,YNG UT,Male,"M 52, Untrained",PCSA,,V,1838.2,106.4,174.4,,5576,33.3,"MRI 
The volume of each muscle was calculated using cubic
spline interpolation of the measured ACSA values/slices, expressed relative to % femur length. Femur length
was defined by the number of slices between the proximal greater
trochanter and the knee joint space, multiplied by the slice thickness.
For muscle mass distribution, interpolated ACSA for each individual
muscle at 5% intervals of femur length were used and expressed
relative to ACSAMAX. Total quadriceps volume (QVOL) was the sum
of the individual muscle volumes. QACSAMAX was calculated by the
summation of the maximal ACSA from each individual muscle.","Ultrasound
FL were averaged over each individual muscle, before calculating an overall quadriceps mean

ltrasonographic images were captured at 10 locations throughout the four constituent muscles of the quadriceps (i.e., 2 or 3 locations per muscle) to comprehensively quantify FL and pennation angle of the whole muscle group.
Specific sites were over the mid muscle belly (median longitudinal line, i.e., 50% of superficial mediolateral width) at the
following percentages of thigh length proximal to the knee joint space: VM 20% (VMDIS) and 40% (VMPRX), VL and VI at 30% (VLDIS, VIDIS), 50% (VLMID, VIMID) and 70% (VLPRX, VIPRX), and RF 55% (RFMID) and 75% (RFPRX).","rPCSA= vol*cos(alpha)/fl

Participants reported to the MRI scanner (1.5-T Signa HDxt, GE) The quadriceps muscles [vastus lateralis (VL), vastus intermedius
(VI), vastus medialis (VM), and rectus femoris (RF)] were manually outlined to determine ACSA in every third image (i.e., every 15 mm;","MVT measured corrected for antagonist torque using EMG.

knee and hip angles of 115° and 125° (180°   full extension), respectively. . An ankle strap (35 mm width reinforced canvas webbing) was placed ~15% of tibial length (distance from lateral malleolus to knee joint space) above the medial malleolus and positioned perpendicular to the tibia and in series with a calibrated S-Beam strain gauge. articipants performed 3– 4 MVCs of the knee extensors for 3– 4 s duration interspersed with  30s rest and were instructed to “push as hard as possible.” A horizontal cursor indicating the greatest torque obtained within the session was displayed for biofeedback, and verbal encouragement was provided during all MVCs. The highest instantaneous torque recorded during any MVC was defined as knee extension MVT.
same for knee flexion MVT ","TQ / MA

Corrected MVT/PTMA

 PTMA length for the MVT specific knee angle was estimated from previously published data fitted with a quadratic function (48) scaled to each participant’s measured moment arm length at 163° ",patella tendon force/rPCSA,CSA accumulation times slice interval,Ultrasound,Fascicle length at rest,,Muscle vol*cos θ/Fiber length,Highest value from torque meter (multiple MVC trials),coactivation,MRI at rest,Joint angle correction,Tendon Force ,Force/rPCSA,Measured,,,,"There was 8% greater ST of the quadriceps in LTT
than UT (33.3   4.5 N·cm2 vs 36.1   5.3 N·cm2; P   0.04,
ES   0.6; Fig. 4A) when accounting for antagonist coactivation,
corrected PTMA, and QEFFPCSA",3,"#2833 Maden-Wilkinson 2020-What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",2833,Maden-Wilkinson 2020,"What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",UK,Non-randomised experimental study,,Maden-Wilkinson TM; Balshaw TG; Massey GJ; Folland JP,2020,J Appl Physiol (1985),31873069,QF,Quadriceps Femoris,60/40,mixed,antigravity,knee extensor,hip flexor,Thigh
2833,25,176,73,52,VM,YNG UT,Male,"M 52, Untrained",PCSA,,V,441.4,104,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#2833 Maden-Wilkinson 2020-What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",2833,Maden-Wilkinson 2020,"What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",UK,Non-randomised experimental study,,Maden-Wilkinson TM; Balshaw TG; Massey GJ; Folland JP,2020,J Appl Physiol (1985),31873069,VM,Vastus Medialis,Slow,monoarticular,antigravity,knee extensor,,Thigh
2833,25,176,73,52,VI,YNG UT,Male,"M 52, Untrained",PCSA,,V,546.9,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#2833 Maden-Wilkinson 2020-What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",2833,Maden-Wilkinson 2020,"What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",UK,Non-randomised experimental study,,Maden-Wilkinson TM; Balshaw TG; Massey GJ; Folland JP,2020,J Appl Physiol (1985),31873069,VI,Vastus Intermedius,60/40,monoarticular,antigravity,knee extensor,,Thigh
2833,25,176,73,52,VL,YNG UT,Male,"M 52, Untrained",PCSA,,V,609.8,111.1,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"#2833 Maden-Wilkinson 2020-What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",2833,Maden-Wilkinson 2020,"What makes long-term resistance-trained individuals so strong? A comparison of skeletal muscle morphology, architecture, and joint mechanics.",UK,Non-randomised experimental study,,Maden-Wilkinson TM; Balshaw TG; Massey GJ; Folland JP,2020,J Appl Physiol (1985),31873069,VL,Vastus Lateralis,Slow,monoarticular,antigravity,knee extensor,,Thigh
